Id,DwellSubClass,Zone,Frontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Slope,Condition1,Condition2,DwellClass,OverallQuality,OverallCondition,YearBuilt,ExteriorCondition,BasementCondition,TotalBSF,HeatingQC,CentralAir,1stFSF,2ndFSF,LowQualFinSF,LivingArea,FullBath,HalfBath,BedroomAbvGr,KitchenQuality,KitchenAbvGr,TotalRmsAbvGrd,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,OpenPorchSF,Fence,MoSold,YrSold,SaleType,SalePrice
1116,20,RL,93,12085,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,TA,TA,1734,Ex,Y,1734,0,0,1734,2,0,3,Ex,1,7,1,Attchd,3,Y,0,0,NA,11,2007,New,318000
1117,80,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2002,TA,TA,408,Ex,Y,779,640,0,1419,2,1,3,Gd,1,7,1,BuiltIn,2,Y,0,0,NA,3,2009,WD,184100
1118,20,RL,57,9764,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,5,7,1967,TA,TA,894,Ex,Y,894,0,0,894,1,0,3,Gd,1,5,0,Attchd,2,Y,0,0,NA,5,2008,WD,130000
1119,80,RL,85,13825,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1958,Gd,TA,533,TA,Y,1021,580,0,1601,1,0,3,TA,1,6,0,BuiltIn,1,Y,0,34,NA,12,2008,WD,140000
1120,20,RL,70,7560,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1959,TA,TA,1040,TA,Y,1040,0,0,1040,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,GdWo,7,2006,WD,133700
1121,30,RM,59,8263,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,6,5,1920,TA,TA,1012,TA,Y,1012,0,0,1012,1,0,2,TA,1,6,1,Detchd,1,Y,0,22,MnPrv,5,2007,WD,118400
1122,20,RL,84,10084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2005,TA,TA,1552,Ex,Y,1552,0,0,1552,2,0,3,Gd,1,7,0,Attchd,3,Y,0,20,NA,7,2006,New,212900
1123,20,RL,NA,8926,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,4,3,1956,TA,TA,672,Ex,Y,960,0,0,960,1,0,3,TA,1,5,0,Basment,1,Y,0,0,MnPrv,10,2009,COD,112000
1124,20,RL,50,9405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,9,1947,Ex,TA,698,Ex,Y,698,0,0,698,1,0,2,TA,1,4,0,NA,0,Y,0,200,NA,6,2009,WD,118000
1125,80,RL,NA,9125,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1992,TA,TA,384,Gd,Y,812,670,0,1482,2,1,3,Gd,1,7,1,Attchd,2,Y,0,25,NA,7,2007,WD,163900
1126,20,RL,60,10434,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,5,1955,TA,TA,1005,TA,Y,1005,0,0,1005,1,0,2,Fa,1,5,1,Detchd,2,Y,0,0,NA,11,2009,WD,115000
1127,120,RL,53,3684,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,7,5,2007,TA,TA,1373,Ex,Y,1555,0,0,1555,2,0,2,Gd,1,7,1,Attchd,3,Y,0,20,NA,6,2009,WD,174000
1128,20,RL,182,14572,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,2004,TA,TA,1530,Ex,Y,1530,0,0,1530,2,0,3,Gd,1,7,1,Attchd,3,Y,0,36,NA,11,2007,WD,259000
1129,60,RL,59,11796,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2004,TA,TA,847,Ex,Y,847,1112,0,1959,2,1,4,Gd,1,8,1,BuiltIn,2,Y,0,48,NA,7,2007,WD,215000
1130,90,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,5,5,1980,TA,TA,936,TA,Y,936,0,0,936,1,0,2,TA,1,4,0,Detchd,2,Y,0,0,NA,8,2007,WD,140000
1131,50,RL,65,7804,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,3,1928,TA,TA,1122,TA,Y,1328,653,0,1981,2,0,4,Gd,1,7,2,Detchd,2,Y,0,44,MnPrv,12,2009,WD,135000
1132,20,RL,63,10712,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1991,TA,TA,974,TA,Y,974,0,0,974,1,0,3,TA,1,5,0,NA,0,Y,0,28,MnPrv,9,2007,Oth,93500
1133,70,RM,90,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,4,1880,TA,TA,1008,TA,Y,1178,1032,0,2210,2,0,5,Fa,1,8,0,Detchd,1,N,0,48,NA,5,2007,WD,117500
1134,60,RL,80,9828,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,1995,TA,TA,1128,Ex,Y,1142,878,0,2020,2,1,3,Gd,1,8,1,Attchd,2,Y,0,155,NA,6,2009,WD,239500
1135,60,RL,57,8773,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1997,TA,TA,916,Gd,Y,916,684,0,1600,2,1,3,TA,1,7,1,Attchd,2,Y,0,38,NA,8,2007,WD,169000
1136,30,RM,60,6180,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1926,TA,TA,960,TA,N,986,0,0,986,1,0,2,TA,1,5,1,Detchd,1,Y,0,128,NA,5,2007,WD,102000
1137,50,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1950,TA,TA,1032,TA,Y,1032,220,0,1252,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,NA,4,2008,WD,119000
1138,50,RL,54,6342,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,5,8,1875,Gd,TA,780,Gd,N,780,240,0,1020,1,0,2,TA,1,6,0,NA,0,N,0,0,NA,5,2010,WD,94000
1139,20,RL,NA,9819,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,6,5,1977,TA,TA,1567,TA,Y,1567,0,0,1567,2,0,2,Gd,1,5,2,Attchd,2,Y,0,32,NA,5,2009,WD,196000
1140,30,RL,98,8731,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1920,Fa,TA,915,TA,Y,1167,0,0,1167,1,0,3,TA,1,6,1,Detchd,2,Y,0,0,NA,5,2007,WD,144000
1141,20,RL,60,7350,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,7,1951,TA,TA,952,TA,Y,952,0,0,952,1,0,2,TA,1,4,0,Detchd,2,Y,0,0,NA,6,2008,COD,139000
1142,60,RL,NA,10304,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,5,7,1976,Gd,TA,780,Ex,Y,1088,780,0,1868,2,1,4,Gd,1,9,1,Attchd,2,Y,0,96,NA,10,2009,WD,197500
1143,60,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2006,TA,TA,1466,Ex,Y,1466,1362,0,2828,3,0,4,Gd,1,11,1,BuiltIn,3,Y,0,144,NA,4,2007,New,424870
1144,20,RL,NA,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,3,1959,TA,TA,1006,TA,Y,1006,0,0,1006,1,0,3,TA,1,5,0,NA,0,Y,0,24,NA,7,2008,WD,80000
1145,190,RL,60,12180,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,4,4,1941,Fa,TA,672,Fa,N,672,252,0,924,1,0,2,Fa,1,5,0,Detchd,1,Y,0,0,MnPrv,7,2010,WD,80000
1146,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1928,TA,TA,1042,Ex,Y,1042,534,0,1576,1,0,3,TA,1,8,1,Detchd,1,Y,0,0,NA,8,2006,WD,149000
1147,20,RL,NA,11200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1985,TA,TA,1298,TA,Y,1298,0,0,1298,2,0,3,Gd,1,5,1,Attchd,2,Y,0,26,NA,5,2006,WD,180000
1148,70,RL,75,12000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,7,1941,TA,TA,704,Ex,Y,860,704,0,1564,1,1,3,Fa,1,7,1,Attchd,1,Y,0,0,NA,7,2009,WD,174500
1149,50,RM,NA,5700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,7,1926,TA,TA,572,TA,Y,572,539,0,1111,1,0,2,TA,1,5,1,Detchd,1,Y,0,0,NA,8,2008,WD,116900
1150,70,RM,50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,7,9,1920,Gd,TA,650,Ex,Y,832,650,0,1482,1,0,3,TA,1,7,0,Detchd,2,Y,0,0,NA,7,2009,WD,143000
1151,20,RL,57,8280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1950,TA,TA,932,Ex,Y,932,0,0,932,1,0,2,Gd,1,4,1,Attchd,1,Y,0,0,GdPrv,11,2007,WD,124000
1152,20,RL,134,17755,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,4,1959,TA,TA,1466,TA,Y,1466,0,0,1466,1,1,3,Fa,1,6,2,Attchd,2,Y,0,140,NA,11,2006,WD,149900
1153,20,RL,90,14115,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,7,1956,TA,TA,1073,Ex,Y,1811,0,0,1811,1,0,2,Ex,1,6,1,Attchd,2,Y,0,0,NA,7,2006,WD,230000
1154,30,RM,NA,5890,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,8,1930,Gd,TA,816,Ex,Y,816,0,0,816,1,0,2,TA,1,5,0,Detchd,1,Y,0,0,NA,6,2008,WD,120500
1155,60,RL,NA,13700,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,6,1965,TA,TA,864,TA,Y,902,918,0,1820,1,2,4,Gd,1,8,2,Attchd,2,Y,0,84,GdPrv,5,2008,WD,201800
1156,20,RL,90,10768,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,8,1976,Gd,TA,1437,TA,Y,1437,0,0,1437,2,0,3,Gd,1,6,1,Attchd,2,Y,0,21,NA,7,2007,WD,218000
1157,80,RL,85,9350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,8,1965,Gd,TA,1219,Gd,Y,1265,0,0,1265,2,0,3,Gd,1,6,1,Attchd,2,Y,0,92,MnPrv,10,2008,WD,179900
1158,120,RL,34,5001,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,7,5,2007,TA,TA,1314,Ex,Y,1314,0,0,1314,2,0,2,Gd,1,6,1,Attchd,2,Y,0,62,NA,7,2009,WD,230000
1159,20,RL,92,11932,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,8,5,2007,TA,TA,1580,Ex,Y,1580,0,0,1580,2,0,3,Gd,1,7,0,Attchd,3,Y,0,24,NA,6,2008,ConLD,235128
1160,60,RL,76,9120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1974,TA,TA,901,TA,Y,943,933,0,1876,2,1,4,Gd,1,8,1,Attchd,2,Y,0,69,NA,7,2008,WD,185000
1161,160,RL,24,2280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,6,5,1978,TA,TA,855,Fa,Y,855,601,0,1456,2,1,3,TA,1,7,1,Attchd,2,Y,0,0,NA,7,2010,WD,146000
1162,20,RL,NA,14778,Pave,NA,IR1,Low,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,6,7,1954,TA,TA,1296,Ex,Y,1640,0,0,1640,1,0,3,Gd,1,7,1,Detchd,2,Y,0,0,NA,11,2008,WD,224000
1163,20,RL,109,8724,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1968,TA,TA,894,Gd,Y,894,0,0,894,1,0,3,TA,1,5,1,Attchd,2,Y,0,0,NA,5,2007,WD,129000
1164,90,RL,60,12900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,4,4,1969,TA,TA,1198,TA,Y,1258,0,0,1258,0,2,0,TA,2,6,0,CarPort,2,Y,0,0,NA,1,2008,WD,108959
1165,80,RL,NA,16157,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,5,7,1978,TA,TA,1360,Ex,Y,1432,0,0,1432,1,1,2,Gd,1,5,1,Attchd,2,Y,0,180,NA,6,2007,WD,194000
1166,20,RL,79,9541,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2009,TA,TA,1502,Ex,Y,1502,0,0,1502,2,0,3,Gd,1,7,0,Attchd,2,Y,0,114,NA,9,2009,New,233170
1167,20,RL,64,10475,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,5,2008,TA,TA,1694,Ex,Y,1694,0,0,1694,2,0,3,Gd,1,7,0,Attchd,3,Y,0,33,NA,2,2010,WD,245350
1168,60,RL,58,10852,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,6,5,2000,TA,TA,959,Ex,Y,959,712,0,1671,2,1,3,TA,1,7,1,Attchd,2,Y,0,38,NA,2,2006,WD,173000
1169,70,RL,120,13728,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,7,1935,TA,TA,1127,Ex,Y,1236,872,0,2108,2,0,4,Gd,1,7,2,Basment,2,Y,0,0,NA,7,2008,WD,235000
1170,60,RL,118,35760,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,10,5,1995,Gd,TA,1930,Ex,Y,1831,1796,0,3627,3,1,4,Gd,1,10,1,Attchd,3,Y,0,76,NA,7,2006,WD,625000
1171,80,RL,76,9880,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1977,TA,TA,1096,TA,Y,1118,0,0,1118,1,0,3,TA,1,6,1,Attchd,1,Y,576,0,GdPrv,7,2008,WD,171000
1172,20,RL,76,9120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1958,TA,TA,1261,Ex,Y,1261,0,0,1261,1,0,3,TA,1,6,1,Attchd,2,Y,0,0,NA,11,2008,WD,163000
1173,160,FV,35,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,7,5,2006,TA,TA,625,Ex,Y,625,625,0,1250,2,1,2,Gd,1,5,0,Detchd,2,Y,0,54,NA,3,2008,WD,171900
1174,50,RL,138,18030,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1946,TA,TA,1598,TA,Y,1636,971,479,3086,3,0,3,Ex,1,12,1,NA,0,Y,0,0,MnPrv,3,2007,WD,200500
1175,70,RL,80,16560,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,8,1932,TA,TA,952,TA,Y,1170,1175,0,2345,2,1,4,TA,1,9,1,Detchd,2,Y,0,0,NA,7,2006,WD,239000
1176,50,RL,85,10678,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,1992,TA,TA,1683,Ex,Y,2129,743,0,2872,2,1,4,Gd,1,9,1,Attchd,2,Y,0,33,NA,4,2007,WD,285000
1177,20,RL,37,6951,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,5,5,1984,TA,TA,876,TA,Y,923,0,0,923,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,MnPrv,10,2008,WD,119500
1178,50,RM,NA,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Artery,Norm,1Fam,6,8,1926,TA,TA,818,TA,Y,818,406,0,1224,1,0,3,TA,1,5,0,Detchd,1,N,0,0,NA,12,2009,WD,115000
1179,50,RL,54,7681,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,5,6,1921,TA,TA,731,Ex,Y,820,523,0,1343,1,1,3,TA,1,7,1,Detchd,1,Y,0,0,NA,7,2009,WD,154900
1180,20,RL,77,8335,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,5,1954,TA,NA,0,Gd,Y,1124,0,0,1124,1,0,3,TA,1,5,1,NA,0,N,0,36,NA,4,2006,WD,93000
1181,60,RL,NA,11170,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,1990,TA,TA,1216,Ex,Y,1298,1216,0,2514,2,1,4,TA,1,8,0,Attchd,2,Y,0,0,GdPrv,4,2006,WD,250000
1182,120,RM,64,5587,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,TwnhsE,8,5,2008,TA,TA,1600,Ex,Y,1652,0,0,1652,2,0,2,Gd,1,5,1,Attchd,2,Y,0,53,NA,11,2008,New,392500
1183,60,RL,160,15623,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,10,5,1996,TA,TA,2396,Ex,Y,2411,2065,0,4476,3,1,4,Ex,1,10,2,Attchd,3,Y,555,78,MnPrv,7,2007,WD,745000
1184,30,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1920,TA,TA,1120,Ex,Y,1130,0,0,1130,1,0,2,TA,1,5,1,Detchd,2,Y,0,0,NA,6,2006,WD,120000
1185,20,RL,50,35133,Grvl,NA,Reg,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,5,4,1963,TA,TA,1572,Gd,Y,1572,0,0,1572,1,1,3,TA,1,5,2,2Types,3,Y,0,263,NA,5,2007,WD,186700
1186,50,RL,60,9738,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1924,Gd,TA,784,Gd,Y,949,272,0,1221,1,0,4,TA,1,7,0,Attchd,1,Y,0,0,NA,3,2006,WD,104900
1187,190,RL,107,10615,Pave,NA,IR1,Bnk,AllPub,Corner,Mod,Artery,Artery,2fmCon,3,5,1900,TA,TA,978,TA,Y,1014,685,0,1699,2,0,3,TA,2,7,0,CarPort,2,Y,0,74,NA,8,2009,WD,95000
1188,20,RL,89,12461,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,5,1994,TA,TA,1624,Ex,Y,1624,0,0,1624,2,0,2,Gd,1,5,1,Attchd,3,Y,0,114,GdPrv,7,2006,WD,262000
1189,60,RL,68,8935,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2002,TA,TA,831,Ex,Y,831,829,0,1660,2,1,3,Gd,1,7,0,Attchd,2,Y,0,68,NA,7,2009,WD,195000
1190,60,RL,60,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1999,TA,TA,994,Gd,Y,1028,776,0,1804,2,1,3,Gd,1,7,1,Attchd,2,Y,0,60,NA,6,2010,WD,189000
1191,190,RL,NA,32463,Pave,NA,Reg,Low,AllPub,Inside,Mod,Norm,Norm,2fmCon,4,4,1961,Gd,TA,1249,Ex,Y,1622,0,0,1622,1,0,3,TA,1,7,1,2Types,4,Y,0,0,NA,3,2007,WD,168000
1192,160,FV,24,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,8,5,1999,TA,TA,776,Ex,Y,764,677,0,1441,2,1,2,Gd,1,5,0,Detchd,2,Y,0,0,NA,11,2007,WD,174000
1193,50,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,8,1925,TA,TA,702,Gd,Y,842,630,0,1472,1,0,3,Gd,1,6,0,Detchd,1,P,0,0,GdWo,7,2007,WD,125000
1194,120,RM,NA,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,TwnhsE,6,5,1999,TA,TA,1224,Ex,Y,1224,0,0,1224,2,0,2,TA,1,5,0,Attchd,2,Y,0,304,NA,6,2009,WD,165000
1195,60,RL,80,9364,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,7,1969,TA,TA,663,TA,Y,663,689,0,1352,1,1,4,TA,1,7,0,Attchd,1,Y,0,36,MnPrv,3,2010,WD,158000
1196,60,RL,51,8029,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,2005,TA,TA,728,Ex,Y,728,728,0,1456,2,1,3,Gd,1,8,0,Attchd,2,Y,0,24,NA,7,2008,WD,176000
1197,60,RL,58,14054,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2006,TA,TA,879,Ex,Y,879,984,0,1863,2,1,4,Gd,1,9,1,BuiltIn,3,Y,0,17,NA,11,2006,New,219210
1198,75,RM,65,8850,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,6,1916,TA,TA,815,Ex,Y,815,875,0,1690,1,0,3,TA,1,7,1,Detchd,1,Y,0,0,NA,7,2006,ConLw,144000
1199,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2001,TA,TA,1212,Ex,Y,1212,0,0,1212,2,0,3,Gd,1,6,0,Attchd,2,Y,0,0,NA,6,2009,WD,178000
1200,20,RL,75,11235,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,5,1963,TA,TA,1051,Gd,Y,1382,0,0,1382,1,1,3,TA,1,6,1,Attchd,2,Y,0,82,NA,10,2006,WD,148000
1201,20,RL,71,9353,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,5,1970,TA,TA,864,Gd,Y,864,0,0,864,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,NA,7,2006,Oth,116050
1202,60,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,1998,TA,TA,866,Ex,Y,866,913,0,1779,2,1,3,Gd,1,6,0,Attchd,2,Y,0,36,NA,3,2009,WD,197900
1203,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,8,1925,TA,TA,884,Ex,Y,884,464,0,1348,1,0,3,TA,1,5,1,Detchd,1,N,0,0,NA,5,2009,WD,117000
1204,20,RL,75,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2000,TA,TA,1630,Ex,Y,1630,0,0,1630,2,0,3,Gd,1,6,1,Attchd,2,Y,0,234,NA,10,2009,WD,213000
1205,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1975,TA,TA,1056,Ex,Y,1074,0,0,1074,1,1,3,TA,1,6,0,Attchd,2,Y,0,88,MnPrv,7,2006,WD,153500
1206,20,RL,90,14684,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,7,7,1990,TA,TA,2158,Gd,Y,2196,0,0,2196,2,0,3,Gd,1,7,1,Attchd,3,Y,0,70,NA,6,2009,WD,271900
1207,20,RH,NA,8900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,4,1966,TA,TA,1056,TA,Y,1056,0,0,1056,1,0,2,TA,1,5,0,Detchd,1,Y,0,42,MnPrv,11,2006,WD,107000
1208,20,RL,70,9135,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,2003,TA,TA,1682,Ex,Y,1700,0,0,1700,2,0,3,Gd,1,7,0,Attchd,2,Y,0,23,NA,5,2006,WD,200000
1209,20,RL,70,7763,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1962,Gd,TA,931,TA,Y,1283,0,0,1283,1,0,3,TA,1,6,0,Detchd,2,Y,0,0,NA,10,2008,WD,140000
1210,20,RL,85,10182,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,RRNn,Norm,1Fam,8,5,2006,TA,TA,1660,Ex,Y,1660,0,0,1660,2,0,3,Gd,1,8,1,Attchd,2,Y,0,50,NA,5,2006,New,290000
1211,60,RL,70,11218,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1992,TA,TA,1055,Ex,Y,1055,790,0,1845,2,1,3,Gd,1,8,1,Attchd,2,Y,0,104,GdPrv,5,2010,WD,189000
1212,50,RL,152,12134,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,8,7,1988,TA,TA,559,Gd,Y,1080,672,0,1752,2,0,4,TA,1,8,0,Basment,2,Y,0,12,NA,6,2010,WD,164000
1213,30,RL,50,9340,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,6,1941,TA,TA,672,TA,Y,672,0,0,672,1,0,2,TA,1,4,0,Attchd,1,N,0,113,NA,8,2009,WD,113000
1214,80,RL,NA,10246,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,4,9,1965,Gd,Gd,648,Ex,Y,960,0,0,960,0,0,0,TA,1,3,0,Attchd,1,Y,0,0,NA,5,2006,WD,145000
1215,85,RL,69,10205,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1962,TA,TA,925,TA,Y,999,0,0,999,1,0,3,TA,1,6,0,Attchd,1,Y,0,72,NA,5,2006,WD,134500
1216,20,RL,99,7094,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1966,TA,TA,894,TA,Y,894,0,0,894,1,0,3,TA,1,5,0,Detchd,1,Y,0,0,MnPrv,5,2007,WD,125000
1217,90,RM,68,8930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Norm,Duplex,6,5,1978,TA,NA,0,TA,Y,1318,584,0,1902,2,0,4,TA,2,8,0,Attchd,2,Y,0,0,NA,4,2010,WD,112000
1218,20,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2009,TA,TA,1300,Ex,Y,1314,0,0,1314,2,0,3,Gd,1,6,0,Attchd,2,Y,0,112,NA,9,2009,New,229456
